FID,id,country,latitude,longitude,area_type,sexes,number_males,number_males_deficient,number_females,number_females_deficient,citation,area_size,country_id,malaria_metrics_available
G6PD_Data.450,450,Italy,39.95,16.382,Point,Male,53,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.451,451,Italy,39.134,16.249,Point,Male,32,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.452,452,Italy,39.248,16.333,Point,Male,41,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.453,453,Italy,39.167,16.283,Point,Male,12,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.454,454,Italy,39.101,16.399,Point,Male,28,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.455,455,Italy,39.415,16.748,Point,Male,137,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.456,456,Italy,39.4,16.832,Point,Male,120,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.457,457,Italy,40.099,16.507,Point,Male,21,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.458,458,Italy,39.256,16.216,Point,Male,50,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.459,459,Italy,39.15,16.3,Point,Male,11,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.460,460,Italy,39.283,16.316,Point,Male,31,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.851,851,Philippines,14.335,121.083,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.461,461,Italy,39.807,16.206,Point,Male,594,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.462,462,Italy,39.309,16.341,Point,Male,61,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.463,463,Italy,39.863,16.381,Point,Male,60,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.464,464,Italy,39.28,16.177,Point,Male,46,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.465,465,Italy,39.124,16.395,Point,Male,52,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.466,466,Italy,39.241,16.248,Point,Male,64,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.467,467,Italy,39.218,16.199,Point,Male,14,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.468,468,Italy,39.226,16.33,Point,Male,39,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.469,469,Italy,39.134,16.232,Point,Male,44,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.470,470,Italy,39.168,16.146,Point,Male,86,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.471,471,Italy,39.958,15.972,Point,Male,53,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.472,472,Italy,39.951,15.972,Point,Male,42,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.473,473,Italy,39.318,16.3,Point,Male,13,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.474,474,Italy,39.449,16.613,Point,Male,312,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.475,475,Italy,39.15,16.249,Point,Male,25,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.476,476,Italy,39.205,16.329,Point,Male,58,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.477,477,Italy,39.167,16.3,Point,Male,26,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.478,478,Italy,39.267,16.19,Point,Male,51,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.479,479,Italy,39.844,16.128,Point,Male,177,2,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.480,480,Italy,39.884,15.982,Point,Male,99,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.481,481,Italy,40.1,16.483,Point,Male,16,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.482,482,Italy,40.059,16.448,Point,Male,36,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.483,483,Italy,39.801,15.912,Point,Male,72,2,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.572,572,Italy,39.791,9.52,Point,Male,39,2,,,"Palmarino, R., R. Agostino, et al. (1975). ""Red cell acid phosphatase: another polymorphism correlated with Malaria?"" Am J Phys Anthropol 43(2): 177-186.",10,ITA,true
G6PD_Data.484,484,Italy,39.534,16.683,Point,Male,64,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.570,570,Italy,39.938,9.65,Point,Male,77,9,,,"Palmarino, R., R. Agostino, et al. (1975). ""Red cell acid phosphatase: another polymorphism correlated with Malaria?"" Am J Phys Anthropol 43(2): 177-186.",10,ITA,true
G6PD_Data.485,485,Italy,39.876,15.907,Point,Male,14,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.486,486,Italy,39.167,16.399,Point,Male,89,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.487,487,Italy,39.233,16.249,Point,Male,18,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.587,587,Italy,39.376,9.16,Point,Male,281,45,,,"Cocco, P., P. Manca, et al. (1987). ""Preliminary results of a geographic correlation study on G6PD deficiency and cancer."" Toxicol Pathol 15(1): 106-108.",10,ITA,true
G6PD_Data.488,488,Italy,39.267,16.333,Point,Male,58,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.489,489,Italy,39.109,16.283,Point,Male,29,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.490,490,Italy,39.234,16.316,Point,Male,12,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.491,491,Italy,39.25,16.333,Point,Male,25,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.492,492,Italy,39.183,16.322,Point,Male,233,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.493,493,Italy,39.3,16.316,Point,Male,20,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.494,494,Italy,39.777,16.155,Point,Male,117,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.495,495,Italy,39.127,16.3058,Point,Male,76,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.496,496,Italy,39.283,16.333,Point,Male,48,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.497,497,Italy,39.298,16.339,Point,Male,131,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.498,498,Italy,39.7,16.05,Point,Male,62,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.499,499,Italy,39.895,16.329,Point,Male,18,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.500,500,Italy,39.344,16.312,Point,Male,83,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.501,501,Italy,39.196,16.323,Point,Male,20,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.502,502,Italy,39.286,16.319,Point,Male,23,0,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.503,503,Italy,39.752,15.912,Point,Male,153,1,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.504,504,Italy,39.255,16.697,Point,Male,629,27,,,"Tagarelli, A., L. Bastone, et al. (1991). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in southern Italy: a study on the population of the Cosenza province."" Gene Geogr 5(3): 141-150.",10,ITA,true
G6PD_Data.505,505,Italy,39.7217,16.0887,Digitised polygon,Male,28,0,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",23,ITA,true
G6PD_Data.506,506,Italy,40.0175,16.4082,Digitised polygon,Male,5,0,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",15,ITA,true
G6PD_Data.507,507,Italy,39.4991,16.0975,Digitised polygon,Male,25,0,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",16,ITA,true
G6PD_Data.508,508,Italy,39.8475,16.3121,Digitised polygon,Male,15,1,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",29,ITA,true
G6PD_Data.787,787,Philippines,16.9,121.517,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.509,509,Italy,39.2739,16.0933,Digitised polygon,Male,16,1,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",20,ITA,true
G6PD_Data.510,510,Italy,39.7173,16.1839,Digitised polygon,Male,24,2,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",13,ITA,true
G6PD_Data.511,511,Italy,39.849,16.2771,Digitised polygon,Male,18,1,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",30,ITA,true
G6PD_Data.512,512,Italy,39.7442,16.1128,Digitised polygon,Male,48,1,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",27,ITA,true
G6PD_Data.513,513,Italy,39.902,16.4223,Digitised polygon,Male,33,1,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",53,ITA,true
G6PD_Data.514,514,Italy,39.6907,16.3173,Digitised polygon,Male,73,1,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",34,ITA,true
G6PD_Data.515,515,Italy,39.7941,16.188,Digitised polygon,Male,44,0,,,"Tagarelli, A., R. Cittadella, et al. (1992). ""Glucose-6-phosphate dehydrogenase (G6PD) deficiency in the Albanian ethnic minority of Cosenza province, Italy."" Gene Geogr 6(1-2): 71-78.",19,ITA,true
